#30 args remaining, starting with 'Spotify01.pcapng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Ostermann's tcptrace -- version 6.6.7 -- Thu Nov  4,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,192.168.2.3,ec2-184-73-185-202.compute-1.amazonaws.com,50139,443,1492099867,1492099867,12,10,0,0,11,10,8,2,0,0,0,0,0,0,1594,6089,3,7,1594,6089,0,0,0,0,0,0,0,0,0,0,3,4,            1/0,            1/0,            Y/Y,            Y/Y,6,8,              Y,              Y,0,0,0,0,0,0,1460,1460,1285,1448,126,51,531,869,99200,33792,87616,15872,0,0,95517,19854,183,1448,1,1,             NA,             NA,             NA,             NA,0,0,0,0,0.222,0.221,1399875.5,1399929.9,0,0,3725,14230
15,192.168.2.3,edge-star-shv-01-dft4.facebook.com,38063,443,1492099867,1492099867,10,9,0,0,9,9,6,2,1,0,1,0,1,0,798,4809,3,6,798,5866,0,1,0,1057,0,0,0,0,0,0,3,4,            1/0,            1/0,            Y/Y,            Y/Y,6,8,              Y,              Y,1,0,0,0,0,0,1460,1410,488,1398,126,258,265,977,101632,30208,87616,29184,0,0,94776,29568,184,1398,1,1,             NA,             NA,             NA,             NA,0,0,0,0,0.135,0.331,1399768.3,1399769.1,0,0,1966,11849
16,192.168.2.3,178.162.219.58,47046,443,1492099868,1492099869,12,10,2,2,9,8,4,0,0,0,0,0,0,0,1467,4027,4,6,1467,4027,0,0,0,0,0,0,0,0,0,0,4,4,            1/1,            1/1,            Y/Y,            Y/Y,6,10,              Y,              Y,0,0,0,0,0,0,1460,1460,1130,1448,31,31,366,671,99200,32768,87616,30720,0,0,77218,24576,180,1448,1,1,1436,3996,1.84467E+19,1.84467E+19,0,0,0,0,0.569,0.373,198.3,198.2,0,0,1590,4365
17,192.168.2.3,47.127.154.104.bc.googleusercontent.com,37616,443,1492099868,1492099868,11,8,0,0,10,8,6,1,0,0,0,0,0,0,906,4772,4,6,906,4772,0,0,0,0,0,0,0,0,0,0,4,4,            1/0,            1/0,            Y/Y,            Y/Y,6,7,              Y,              Y,0,0,0,0,0,0,1460,1240,310,1228,126,274,226,795,102336,27776,87616,25728,0,0,94502,26166,187,2922,1,3,             NA,             NA,             NA,             NA,0,0,0,0,0.325,0.338,1398747,1398784.3,0,0,1711,9011
18,192.168.2.3,a23-43-230-156.deploy.static.akamaitechnologies.com,47002,443,1492099868,1492099868,15,13,2,2,12,11,7,1,1,0,1,0,1,0,1454,5532,4,8,1454,6362,0,1,0,830,0,0,0,0,0,0,4,6,            1/1,            1/1,            Y/Y,            Y/Y,6,5,              Y,              Y,1,0,0,0,0,0,1460,1460,1107,1448,31,31,363,795,99200,32928,87616,30048,0,0,82134,25760,190,4926,1,4,1423,5501,1.84467E+19,1.84467E+19,0,0,0,0,0.204,0.139,67.2,96.8,0,0,4405,16758
19,192.168.2.3,178.162.219.58,46973,443,1492099869,1492099870,8,8,1,1,7,7,2,2,0,0,0,0,0,0,1780,403,4,3,1780,403,0,0,0,0,0,0,0,0,0,0,4,3,            1/0,            1/1,            Y/Y,            Y/Y,6,10,              Y,              Y,0,0,0,0,0,0,1460,1460,1181,235,31,31,444,134,88704,32768,87616,30720,0,0,75254,27501,517,137,1,1,             NA,404,             NA,1,0,0,0,0,0.726,0.481,304.8,243.1,0,0,1722,390
20,192.168.2.3,178.162.219.58,51297,443,1492099870,1492099871,8,8,1,1,7,7,2,2,0,0,0,0,0,0,1765,403,4,3,1765,403,0,0,0,0,0,0,0,0,0,0,4,3,            1/0,            1/1,            Y/Y,            Y/Y,6,10,              Y,              Y,0,0,0,0,0,0,1460,1460,1166,235,31,31,441,134,88704,32768,87616,30720,0,0,75254,27501,517,137,1,1,             NA,404,             NA,1,0,0,0,0,0.728,0.49,329.4,251.2,0,0,1626,371
21,192.168.2.3,edge-star-shv-01-dft4.facebook.com,40556,443,1492099888,1492099889,10,8,0,0,9,8,6,2,0,0,0,0,0,0,798,4810,3,5,798,4810,0,0,0,0,0,0,0,0,0,0,3,3,            1/0,            1/0,            Y/Y,            Y/Y,6,8,              Y,              Y,0,0,0,0,0,0,1460,1410,488,1398,126,258,265,961,101632,30208,87616,29184,0,0,94464,29476,184,1398,1,1,             NA,             NA,             NA,             NA,0,0,0,0,0.502,0.376,1378657.7,1378690.7,0,0,902,5439
22,192.168.2.3,47.127.154.104.bc.googleusercontent.com,36127,443,1492099888,1492099890,12,8,0,0,11,8,7,1,0,0,0,0,0,0,907,4772,4,6,907,4772,0,0,0,0,0,0,0,0,0,0,4,4,            1/0,            1/0,            Y/Y,            Y/Y,6,7,              Y,              Y,0,0,0,0,0,0,1460,1240,310,1228,126,274,226,795,102336,27776,87616,25728,0,0,94993,26166,187,2922,1,3,             NA,             NA,             NA,             NA,0,0,0,0,1.624,0.981,1376708.5,1376710.2,0,0,460,2420
23,192.168.2.3,178.162.219.58,55662,443,1492099889,1492099891,13,10,1,1,12,9,6,2,0,1,0,1,0,1,1467,4027,5,6,1647,4027,1,0,180,0,0,0,0,0,0,0,5,4,            1/0,            1/1,            Y/Y,            Y/Y,6,10,              Y,              Y,0,1,0,0,0,0,1460,1460,1130,1448,31,31,329,671,99200,32768,87616,30720,0,0,86352,27761,180,3519,1,3,             NA,4028,             NA,1,0,0,0,0,1.945,1.031,811.9,911.8,0,0,548,1504
24,192.168.2.3,a23-43-230-156.deploy.static.akamaitechnologies.com,50264,443,1492099889,1492099891,15,14,2,2,12,12,7,2,1,0,1,0,1,0,1446,5532,4,8,1446,6362,0,1,0,830,0,0,0,0,0,0,4,6,            1/1,            1/1,            Y/Y,            Y/Y,6,5,              Y,              Y,1,0,0,0,0,0,1460,1460,1099,1448,31,31,361,795,99200,32928,87616,30048,0,0,82134,26089,190,1448,1,1,1415,5501,1.84467E+19,1.84467E+19,0,0,0,0,1.112,0.766,737.9,414.7,0,0,678,2592
25,192.168.2.3,178.162.219.58,54394,443,1492099891,1492099891,3,1,0,0,2,1,1,0,0,0,0,0,0,0,517,0,1,0,517,0,0,0,0,0,0,0,0,0,0,0,1,0,            1/0,            1/0,            Y/Y,            Y/Y,6,10,              Y,              Y,0,0,0,0,0,0,1460,1460,517,0,517,0,516,0,87616,28960,87616,28960,0,0,58410,28960,517,0,1,0,             NA,             NA,             NA,             NA,0,0,0,0,0,0,1376004.8,1376099.2,0,0,1209,0
26,192.168.2.3,ec2-54-243-132-222.compute-1.amazonaws.com,39347,443,1492099945,1492099945,12,10,0,0,11,10,8,2,0,0,0,0,0,0,1593,6089,3,7,1593,6089,0,0,0,0,0,0,0,0,0,0,3,4,            1/0,            1/0,            Y/Y,            Y/Y,6,8,              Y,              Y,0,0,0,0,0,0,1460,1460,1284,1448,126,51,530,869,99200,33792,87616,15872,0,0,95517,19854,183,1448,1,1,             NA,             NA,             NA,             NA,0,0,0,0,0.239,0.244,1321997.9,1322044.4,0,0,3583,13696
27,192.168.2.3,edge-star-shv-01-dft4.facebook.com,44651,443,1492099945,1492099945,9,8,0,0,8,8,5,2,0,0,0,0,0,0,798,4809,3,5,798,4809,0,0,0,0,0,0,0,0,0,0,3,3,            1/0,            1/0,            Y/Y,            Y/Y,6,8,              Y,              Y,0,0,0,0,0,0,1460,1410,488,1398,126,258,265,961,101632,30208,87616,29184,0,0,93920,29476,184,1398,1,1,             NA,             NA,             NA,             NA,0,0,0,0,0.146,0.252,1321887.6,1321922.6,0,0,2001,12059
28,192.168.2.3,47.127.154.104.bc.googleusercontent.com,42366,443,1492099946,1492099946,11,8,0,0,10,8,6,1,0,0,0,0,0,0,906,4772,4,6,906,4772,0,0,0,0,0,0,0,0,0,0,4,4,            1/0,            1/0,            Y/Y,            Y/Y,6,7,              Y,              Y,0,0,0,0,0,0,1460,1240,310,1228,126,274,226,795,102336,27776,87616,25728,0,0,94502,26166,187,1228,1,1,             NA,             NA,             NA,             NA,0,0,0,0,0.343,0.352,1320858,1320900.1,0,0,1572,8278
29,192.168.2.3,178.162.219.58,46977,443,1492099946,1492099947,12,10,2,2,9,8,4,0,0,0,0,0,0,0,1467,4027,4,6,1467,4027,0,0,0,0,0,0,0,0,0,0,4,4,            1/1,            1/1,            Y/Y,            Y/Y,6,10,              Y,              Y,0,0,0,0,0,0,1460,1460,1130,1448,31,31,366,671,99200,32768,87616,30720,0,0,77218,24576,180,3519,1,3,1436,3996,1.84467E+19,1.84467E+19,0,0,0,0,0.704,0.522,249.1,268.6,0,0,1290,3541
30,192.168.2.3,a104-70-196-64.deploy.static.akamaitechnologies.com,59463,443,1492099946,1492099947,11,11,1,1,10,10,5,1,0,0,0,0,0,0,1446,5532,4,7,1446,5532,0,0,0,0,0,0,0,0,0,0,4,5,            1/0,            1/1,            Y/Y,            Y/Y,6,5,              Y,              Y,0,0,0,0,0,0,1460,1460,1099,1448,31,31,361,790,99200,32928,87616,30048,0,0,85228,27907,190,4926,1,4,             NA,5533,             NA,1,0,0,0,0,0.425,0.298,147.7,170.5,0,0,2120,8111
31,192.168.2.3,178.162.219.58,49515,443,1492099947,1492099948,8,7,1,1,7,6,2,2,0,0,0,0,0,0,1781,403,4,3,1781,403,0,0,0,0,0,0,0,0,0,0,4,3,            1/0,            1/1,            Y/Y,            Y/Y,6,10,              Y,              Y,0,0,0,0,0,0,1460,1460,1182,235,31,31,445,134,88704,32768,87616,30720,0,0,75254,26624,517,137,1,1,             NA,404,             NA,1,0,0,0,0,0.817,0.567,359.7,367.5,0,0,1406,318
32,192.168.2.3,178.162.219.58,51720,443,1492099948,1492099949,10,8,1,1,9,7,4,2,1,0,0,0,1,0,1766,403,4,3,1766,403,0,0,0,0,0,0,0,0,0,1,4,3,            1/0,            1/1,            Y/Y,            Y/Y,6,10,              Y,              Y,1,0,0,0,0,0,1460,1460,1167,235,31,31,441,134,88704,32768,87616,30720,0,0,78122,27501,517,137,1,1,             NA,404,             NA,1,0,0,0,0,0.77,0.557,380.3,302.5,0,0,1526,348
33,192.168.2.3,ec2-35-162-83-79.us-west-2.compute.amazonaws.com,42419,443,1492099948,1492099948,2,0,1,0,2,0,0,0,0,0,0,0,0,0,31,0,1,0,31,0,0,0,0,0,0,0,0,0,0,0,1,0,            0/0,            0/0,            N/Y,            N/N,0,0,              N,              N,0,0,0,0,0,0,0,0,31,0,31,0,30,0,1505,0,1505,0,0,0,752,0,31,0,1,0,             NA,             NA,             NA,             NA,0,0,0,0,0,0,1,             NA,0,0,29981,0
